track_id,track_start_datetime,track_end_datetime,track_length_images,n_detection_rows,representative_image_path,representative_crop_status,binary_class,order_name,regional_species_rank_1_name,global_family_rank_1_name,global_genus_rank_1_name,global_species_rank_1_name,mean_total_cost,track_duration_minutes,is_single_image_track
Track_002759,07/09/2025 20:05,07/09/2025 20:05,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T130539.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Tortricidae,Ancylis,Ancylis obtusana,1.4400004081025284,0,TRUE
Track_002760,07/09/2025 20:11,07/09/2025 20:11,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T131142.jpg,crop_1,nonmoth,Lepidoptera Micros,Plodia interpunctella,Pyralidae,Plodia,Plodia interpunctella,,0,TRUE
Track_002761,07/09/2025 20:25,07/09/2025 20:25,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T132549.jpg,crop_1,moth,Lepidoptera Micros,Syntonarcha iriastis,Coleophoridae,Coleophora,Coleophora mayrella,,0,TRUE
Track_002762,07/09/2025 20:35,07/09/2025 20:35,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T133554.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002763,07/09/2025 20:48,07/09/2025 20:48,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T134800.jpg,crop_2,nonmoth,Lepidoptera Micros,Plodia interpunctella,Drepanidae,Cilix,Cilix glaucata,,0,TRUE
Track_002764,07/09/2025 21:04,07/09/2025 21:04,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T140408.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002765,07/09/2025 21:24,07/09/2025 21:24,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T142418.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002766,07/09/2025 21:28,07/09/2025 21:28,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T142820.jpg,crop_2,nonmoth,Lepidoptera Micros,Brunia antica,Nolidae,Earias,Earias clorana,,0,TRUE
Track_002767,07/09/2025 21:46,07/09/2025 21:46,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T144629.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002768,07/09/2025 22:08,07/09/2025 22:08,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T150840.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002769,07/09/2025 22:14,07/09/2025 22:14,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T151443.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002770,07/09/2025 22:20,07/09/2025 22:20,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T152046.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002771,07/09/2025 22:20,07/09/2025 22:20,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T152046.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002772,07/09/2025 22:22,07/09/2025 22:22,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T152247.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002773,07/09/2025 22:22,07/09/2025 22:28,4,4,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T152247.jpg,crop_2,moth,Diptera Nematocera,Cryptothelea gloverii,Zygaenidae,Zygaena,Zygaena angelicae,0.593152449,6.05,FALSE
Track_002774,07/09/2025 22:28,07/09/2025 22:28,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T152850.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002775,07/09/2025 22:30,07/09/2025 22:38,5,5,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T153051.jpg,crop_1,moth,Diptera Nematocera,Cryptothelea gloverii,Tortricidae,Lobesia,Lobesia fuligana,0.8516194654584721,8.066666666666666,FALSE
Track_002776,07/09/2025 22:40,07/09/2025 22:40,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T154056.jpg,crop_1,moth,Diptera Nematocera,Ephestiodes infimella,Nymphalidae,Boloria,Boloria thore,1.167636544,0,TRUE
Track_002777,07/09/2025 22:42,07/09/2025 22:44,2,2,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T154257.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Zygaenidae,Zygaena,Zygaena angelicae,0.8126920642008348,2.0166666666666666,FALSE
Track_002778,07/09/2025 22:46,07/09/2025 22:49,2,2,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T154659.jpg,crop_1,moth,Diptera Nematocera,Cryptothelea gloverii,Tortricidae,Rhyacionia,Rhyacionia pinivorana,0.7840204533013411,2.0166666666666666,FALSE
Track_002779,07/09/2025 22:51,07/09/2025 22:51,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155101.jpg,crop_1,moth,Lepidoptera Micros,Ephestia elutella,Geometridae,Eupithecia,Eupithecia pygmaeata,1.1987743865858538,0,TRUE
Track_002780,07/09/2025 22:53,07/09/2025 22:53,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155302.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Sesiidae,Synanthedon,Synanthedon spheciformis,1.122540851,0,TRUE
Track_002781,07/09/2025 22:53,07/09/2025 22:53,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155302.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002782,07/09/2025 22:55,07/09/2025 22:55,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155503.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,1.2170345588563478,0,TRUE
Track_002783,07/09/2025 22:57,07/09/2025 22:57,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155704.jpg,crop_2,moth,Lepidoptera Micros,Cryptothelea gloverii,Sesiidae,Synanthedon,Synanthedon andrenaeformis,1.2249101650111622,0,TRUE
Track_002784,07/09/2025 22:59,07/09/2025 22:59,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T155905.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Geometridae,Isturgia,Isturgia limbaria,1.181970831253318,0,TRUE
Track_002785,07/09/2025 23:01,07/09/2025 23:01,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T160106.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Crambidae,Catoptria,Catoptria fulgidella,1.1610085595914332,0,TRUE
Track_002786,07/09/2025 23:03,07/09/2025 23:03,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T160307.jpg,crop_1,nonmoth,Lepidoptera Micros,Cryptothelea gloverii,Sesiidae,Synanthedon,Synanthedon andrenaeformis,1.1475804463526478,0,TRUE
Track_002787,07/09/2025 23:05,07/09/2025 23:05,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T160508.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gracillariidae,Phyllonorycter,Phyllonorycter rajella,1.1763593424562493,0,TRUE
Track_002788,07/09/2025 23:07,07/09/2025 23:07,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T160709.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Erebidae,Parascotia,Parascotia fuliginaria,1.1015894550301015,0,TRUE
Track_002789,07/09/2025 23:09,07/09/2025 23:09,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T160910.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Tortricidae,Epinotia,Epinotia nanana,1.1984092783863922,0,TRUE
Track_002790,07/09/2025 23:11,07/09/2025 23:11,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T161111.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Helcystogramma,Helcystogramma lutatella,1.2139095680094611,0,TRUE
Track_002791,07/09/2025 23:13,07/09/2025 23:29,9,9,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T161312.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,0.3925006179309915,16.133333333333333,FALSE
Track_002792,07/09/2025 23:17,07/09/2025 23:17,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T161714.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002793,07/09/2025 23:19,07/09/2025 23:19,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T161915.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002794,07/09/2025 23:23,07/09/2025 23:23,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T162317.jpg,crop_4,nonmoth,Lepidoptera Micros,Culladia hastiferalis,Tineidae,Tinea,Tinea pellionella,1.966586401651221,0,TRUE
Track_002795,07/09/2025 23:31,07/09/2025 23:31,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T163121.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Nymphalidae,Boloria,Boloria thore,1.1911879794888618,0,TRUE
Track_002796,07/09/2025 23:33,07/09/2025 23:45,7,7,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T163322.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Geometridae,Thera,Thera vetustata,0.4158979467413939,12.1,FALSE
Track_002797,07/09/2025 23:33,07/09/2025 23:33,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T163322.jpg,crop_3,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002798,07/09/2025 23:45,07/09/2025 23:45,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T164528.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002799,07/09/2025 23:47,07/09/2025 23:47,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T164729.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002800,07/09/2025 23:47,07/09/2025 23:47,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T164729.jpg,crop_2,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Gelechia,Gelechia muscosella,1.1854425837756473,0,TRUE
Track_002801,07/09/2025 23:47,07/09/2025 23:47,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T164729.jpg,crop_4,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002802,07/09/2025 23:49,07/09/2025 23:49,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T164930.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Tortricidae,Argyroploce,Argyroploce arbutella,1.185865368301014,0,TRUE
Track_002803,07/09/2025 23:51,07/09/2025 23:51,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T165131.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Tortricidae,Grapholita,Grapholita jungiella,1.1830340533341075,0,TRUE
Track_002804,07/09/2025 23:53,07/09/2025 23:53,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T165332.jpg,crop_1,moth,Lepidoptera Micros,Phereoeca uterella,Noctuidae,Agrochola,Agrochola laevis,1.2142710280699651,0,TRUE
Track_002805,07/09/2025 23:55,07/09/2025 23:55,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T165533.jpg,crop_1,nonmoth,Lepidoptera Micros,Cryptothelea gloverii,Sesiidae,Synanthedon,Synanthedon andrenaeformis,1.0934711004962878,0,TRUE
Track_002806,07/09/2025 23:57,07/09/2025 23:57,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T165734.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,1.106227664451725,0,TRUE
Track_002807,07/09/2025 23:59,07/09/2025 23:59,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T165935.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Psychidae,Sterrhopterix,Sterrhopterix fusca,1.2157911974613962,0,TRUE
Track_002808,08/09/2025 00:01,08/09/2025 00:01,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T170136.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Noctuidae,Plusia,Plusia putnami,1.126837430540442,0,TRUE
Track_002809,08/09/2025 00:03,08/09/2025 00:03,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T170337.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,1.199053959635727,0,TRUE
Track_002810,08/09/2025 00:05,08/09/2025 00:15,6,6,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T170538.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,0.5170324053048824,10.083333333333334,FALSE
Track_002811,08/09/2025 00:21,08/09/2025 00:29,5,5,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T172146.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Gelechiidae,Aristotelia,Aristotelia brizella,0.4110130864130006,8.066666666666666,FALSE
Track_002812,08/09/2025 00:31,08/09/2025 00:31,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173151.jpg,crop_1,moth,Lepidoptera Micros,Cryptothelea gloverii,Noctuidae,Autographa,Autographa excelsa,1.183159652531382,0,TRUE
Track_002813,08/09/2025 00:31,08/09/2025 00:31,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173151.jpg,crop_2,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002814,08/09/2025 00:33,08/09/2025 00:33,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173352.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002815,08/09/2025 00:33,08/09/2025 00:33,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173352.jpg,crop_2,moth,Lepidoptera Micros,Cryptothelea gloverii,Lycaenidae,Fixsenia,Fixsenia pruni,1.2591516483941227,0,TRUE
Track_002816,08/09/2025 00:35,08/09/2025 00:35,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173553.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002817,08/09/2025 00:37,08/09/2025 00:37,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T173754.jpg,crop_1,nonmoth,Lepidoptera Micros,Parotis marginata,Pieridae,Anthocharis,Anthocharis cardamines,,0,TRUE
Track_002818,08/09/2025 00:41,08/09/2025 00:41,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T174156.jpg,crop_1,nonmoth,Lepidoptera Micros,Ephestiodes infimella,Pyralidae,Plodia,Plodia interpunctella,,0,TRUE
Track_002819,08/09/2025 00:45,08/09/2025 00:45,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T174558.jpg,crop_1,nonmoth,Lepidoptera Micros,Comostola laesaria,Noctuidae,Lacanobia,Lacanobia oleracea,,0,TRUE
Track_002820,08/09/2025 00:47,08/09/2025 00:47,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T174759.jpg,crop_1,nonmoth,Lepidoptera Micros,Comostola laesaria,Pyralidae,Aphomia,Aphomia sociella,1.4103233865409766,0,TRUE
Track_002821,08/09/2025 00:54,08/09/2025 00:54,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T175402.jpg,crop_1,moth,Lepidoptera Micros,Herpetogramma phaeopteralis,Incurvariidae,Lampronia,Lampronia praelatella,,0,TRUE
Track_002822,08/09/2025 01:00,08/09/2025 01:00,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T180005.jpg,crop_1,nonmoth,Vegetation,,,,,,0,TRUE
Track_002823,08/09/2025 01:02,08/09/2025 01:02,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T180206.jpg,crop_2,nonmoth,Lepidoptera Micros,Hypsopygia costalis,Noctuidae,Argyresthia,Habrosyne pyritoides,,0,TRUE
Track_002824,08/09/2025 01:04,08/09/2025 01:04,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T180407.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002825,08/09/2025 01:08,08/09/2025 01:08,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T180809.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002826,08/09/2025 01:10,08/09/2025 01:10,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T181010.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002827,08/09/2025 01:12,08/09/2025 01:12,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T181211.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002828,08/09/2025 01:14,08/09/2025 01:14,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T181412.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002829,08/09/2025 01:20,08/09/2025 01:20,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T182015.jpg,crop_1,moth,Lepidoptera Micros,Ephestiodes infimella,Geometridae,Tinagma,Tinagma ocnerostomella,,0,TRUE
Track_002830,08/09/2025 01:22,08/09/2025 01:22,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T182216.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002831,08/09/2025 01:24,08/09/2025 01:24,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T182417.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002832,08/09/2025 01:28,08/09/2025 01:28,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T182819.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002833,08/09/2025 01:30,08/09/2025 01:30,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183020.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002834,08/09/2025 01:32,08/09/2025 01:32,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183221.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002835,08/09/2025 01:34,08/09/2025 01:34,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183422.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002836,08/09/2025 01:34,08/09/2025 01:34,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183422.jpg,crop_3,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002837,08/09/2025 01:36,08/09/2025 01:36,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183623.jpg,crop_1,moth,Diptera Nematocera,Ephestiodes infimella,Erebidae,Calliteara,Dicallomera fascelina,,0,TRUE
Track_002838,08/09/2025 01:38,08/09/2025 01:38,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T183824.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002839,08/09/2025 01:40,08/09/2025 01:40,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T184025.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002840,08/09/2025 01:40,08/09/2025 01:40,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T184025.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002841,08/09/2025 01:42,08/09/2025 01:42,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T184226.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002842,08/09/2025 01:44,08/09/2025 01:44,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T184427.jpg,crop_1,nonmoth,Ephemeroptera,,,,,,0,TRUE
Track_002843,08/09/2025 01:48,08/09/2025 01:48,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T184829.jpg,crop_1,nonmoth,Lepidoptera Micros,Cryptothelea gloverii,Lasiocampidae,Lasiocampa,Lasiocampa trifolii,,0,TRUE
Track_002844,08/09/2025 01:50,08/09/2025 01:50,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T185030.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002845,08/09/2025 01:52,08/09/2025 01:52,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T185231.jpg,crop_1,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002846,08/09/2025 01:56,08/09/2025 01:56,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T185633.jpg,crop_1,moth,Lepidoptera Micros,Parapoynx diminutalis,Hepialidae,Triodia,Triodia sylvina,,0,TRUE
Track_002847,08/09/2025 01:56,08/09/2025 01:56,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T185633.jpg,crop_2,nonmoth,Diptera Nematocera,,,,,,0,TRUE
Track_002848,08/09/2025 02:00,08/09/2025 02:00,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T190035.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002849,08/09/2025 02:08,08/09/2025 02:08,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T190839.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002850,08/09/2025 02:10,08/09/2025 02:10,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T191040.jpg,crop_2,nonmoth,Lepidoptera Micros,Plodia interpunctella,Noctuidae,Lacanobia,Lacanobia oleracea,,0,TRUE
Track_002851,08/09/2025 02:12,08/09/2025 02:12,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T191241.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
Track_002852,08/09/2025 02:24,08/09/2025 02:24,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T192447.jpg,crop_1,nonmoth,Lepidoptera Micros,Ephestiodes infimella,Crambidae,Acentria,Acentria ephemerella,,0,TRUE
Track_002853,08/09/2025 02:36,08/09/2025 02:36,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T193653.jpg,crop_1,moth,Lepidoptera Micros,Plodia interpunctella,Noctuidae,Coenophila,Coenophila subrosea,,0,TRUE
Track_002854,08/09/2025 02:36,08/09/2025 02:36,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T193653.jpg,crop_2,nonmoth,Lepidoptera Micros,Cryptothelea gloverii,Noctuidae,Coenophila,Coenophila subrosea,,0,TRUE
Track_002855,08/09/2025 02:57,08/09/2025 02:57,1,1,/home/users/alyduf25/INSPIRE/outputs/singapore/inference/dep000144/raw_outputs/ami-mini-20250907T195703.jpg,crop_1,nonmoth,Diptera Brachycera,,,,,,0,TRUE
